,gt,lt,td
8062,2020-06-22 08:22:07,卫星定位,12997
8063,2020-06-22 08:22:17,卫星定位,12997
8064,2020-06-22 08:22:27,卫星定位,12997
8065,2020-06-22 08:22:37,卫星定位,12997
8066,2020-06-22 08:22:47,卫星定位,12997
8067,2020-06-22 08:22:57,卫星定位,12997
8068,2020-06-22 08:23:07,卫星定位,12997
8069,2020-06-22 08:23:17,卫星定位,12997
8070,2020-06-22 08:23:27,卫星定位,12997
8071,2020-06-22 08:23:37,卫星定位,12997
8072,2020-06-22 08:23:47,卫星定位,12997
8073,2020-06-22 08:23:57,卫星定位,12997
8074,2020-06-22 08:24:05,卫星定位,12997
8075,2020-06-22 08:24:15,卫星定位,12997
8076,2020-06-22 08:24:25,卫星定位,12997
8077,2020-06-22 08:24:35,卫星定位,12997
8078,2020-06-22 08:24:45,卫星定位,12997
8079,2020-06-22 08:24:55,卫星定位,12997
8080,2020-06-22 08:25:05,卫星定位,12997
8081,2020-06-22 08:25:15,卫星定位,12997
8082,2020-06-22 08:25:25,卫星定位,12997
8083,2020-06-22 08:25:35,卫星定位,12997
8084,2020-06-22 08:25:45,卫星定位,12997
8085,2020-06-22 08:25:55,卫星定位,12997
8086,2020-06-22 08:26:05,卫星定位,12997
8087,2020-06-22 08:26:15,卫星定位,12997
8088,2020-06-22 08:26:59,卫星定位,12998
8089,2020-06-22 08:27:59,卫星定位,12999
8090,2020-06-22 08:28:09,卫星定位,12999
8091,2020-06-22 08:28:19,卫星定位,12999
8092,2020-06-22 08:28:29,卫星定位,12999
8093,2020-06-22 08:28:39,卫星定位,13000
8094,2020-06-22 08:28:49,卫星定位,13000
8095,2020-06-22 08:29:09,卫星定位,13000
8096,2020-06-22 08:29:19,卫星定位,13000
8097,2020-06-22 08:29:29,卫星定位,13000
8098,2020-06-22 08:29:39,卫星定位,13001
8099,2020-06-22 08:29:49,卫星定位,13001
8100,2020-06-22 08:29:59,卫星定位,13001
8101,2020-06-22 08:30:09,卫星定位,13001
8102,2020-06-22 08:30:29,卫星定位,13001
8103,2020-06-22 08:30:39,卫星定位,13001
8104,2020-06-22 08:30:49,卫星定位,13001
8105,2020-06-22 08:30:59,卫星定位,13001
8106,2020-06-22 08:31:09,卫星定位,13001
8107,2020-06-22 08:31:19,卫星定位,13001
8108,2020-06-22 08:31:29,卫星定位,13001
8109,2020-06-22 08:31:39,卫星定位,13001
8110,2020-06-22 08:31:49,卫星定位,13001
8111,2020-06-22 08:31:59,卫星定位,13001
8112,2020-06-22 08:32:09,卫星定位,13001
8113,2020-06-22 08:32:19,卫星定位,13001
8114,2020-06-22 08:32:29,卫星定位,13001
8115,2020-06-22 08:32:39,卫星定位,13001
8116,2020-06-22 08:32:49,卫星定位,13002
8117,2020-06-22 08:32:59,卫星定位,13002
8118,2020-06-22 08:33:09,卫星定位,13002
8119,2020-06-22 08:33:19,卫星定位,13002
8120,2020-06-22 08:33:29,卫星定位,13002
8121,2020-06-22 08:33:49,卫星定位,13002
8122,2020-06-22 08:33:59,卫星定位,13003
8123,2020-06-22 08:34:09,卫星定位,13003
8124,2020-06-22 08:34:19,卫星定位,13003
8125,2020-06-22 08:34:29,卫星定位,13003
8126,2020-06-22 08:34:39,卫星定位,13003
8127,2020-06-22 08:35:39,卫星定位,13004
8128,2020-06-22 08:35:49,卫星定位,13004
8129,2020-06-22 08:35:59,卫星定位,13004
8130,2020-06-22 08:36:09,卫星定位,13004
8131,2020-06-22 08:36:19,卫星定位,13004
8132,2020-06-22 08:36:29,卫星定位,13004
8133,2020-06-22 08:37:19,卫星定位,13004
8134,2020-06-22 08:37:29,卫星定位,13004
8135,2020-06-22 08:37:39,卫星定位,13004
8136,2020-06-22 08:37:49,卫星定位,13005
8137,2020-06-22 08:37:59,卫星定位,13005
8138,2020-06-22 08:38:09,卫星定位,13005
8139,2020-06-22 08:38:19,卫星定位,13005
8140,2020-06-22 08:38:29,卫星定位,13005
8141,2020-06-22 08:38:39,卫星定位,13005
8142,2020-06-22 08:38:49,卫星定位,13005
8143,2020-06-22 08:38:59,卫星定位,13005
8144,2020-06-22 08:39:49,卫星定位,13005
8145,2020-06-22 08:40:09,卫星定位,13006
8146,2020-06-22 08:40:19,卫星定位,13006
8147,2020-06-22 08:40:29,卫星定位,13006
8148,2020-06-22 08:40:39,卫星定位,13006
8149,2020-06-22 08:40:49,卫星定位,13006
8150,2020-06-22 08:40:59,卫星定位,13006
8151,2020-06-22 08:41:09,卫星定位,13006
8152,2020-06-22 08:41:19,卫星定位,13006
8153,2020-06-22 08:41:29,卫星定位,13006
8154,2020-06-22 08:41:39,卫星定位,13006
8155,2020-06-22 08:41:49,卫星定位,13006
8156,2020-06-22 08:42:09,卫星定位,13007
8157,2020-06-22 08:43:09,卫星定位,13007
8158,2020-06-22 08:43:29,卫星定位,13008
8159,2020-06-22 08:43:39,卫星定位,13008
8160,2020-06-22 08:43:49,卫星定位,13008
8161,2020-06-22 08:43:59,卫星定位,13008
8162,2020-06-22 08:44:09,卫星定位,13008
8163,2020-06-22 08:44:19,卫星定位,13008
8164,2020-06-22 08:44:29,卫星定位,13008
8165,2020-06-22 08:44:39,卫星定位,13008
8166,2020-06-22 08:44:49,卫星定位,13008
8167,2020-06-22 08:44:59,卫星定位,13008
8168,2020-06-22 08:45:09,卫星定位,13008
8169,2020-06-22 08:45:19,卫星定位,13008
8170,2020-06-22 08:45:29,卫星定位,13009
8171,2020-06-22 08:45:39,卫星定位,13009
8172,2020-06-22 08:45:49,卫星定位,13009
8173,2020-06-22 08:45:59,卫星定位,13009
8174,2020-06-22 08:46:09,卫星定位,13009
8175,2020-06-22 08:46:19,卫星定位,13009
8176,2020-06-22 08:46:29,卫星定位,13009
8177,2020-06-22 08:46:39,卫星定位,13009
8178,2020-06-22 08:46:49,卫星定位,13009
8179,2020-06-22 08:46:59,卫星定位,13009
8180,2020-06-22 08:47:09,卫星定位,13009
8181,2020-06-22 08:47:19,卫星定位,13009
8182,2020-06-22 08:47:29,卫星定位,13009
8183,2020-06-22 08:47:39,卫星定位,13009
8184,2020-06-22 08:47:49,卫星定位,13009
8185,2020-06-22 08:48:09,卫星定位,13009
8186,2020-06-22 08:48:19,卫星定位,13009
8187,2020-06-22 08:48:29,卫星定位,13009
8188,2020-06-22 08:48:39,卫星定位,13010
8189,2020-06-22 08:48:49,卫星定位,13010
8190,2020-06-22 08:48:59,卫星定位,13010
8191,2020-06-22 08:49:09,卫星定位,13010
8192,2020-06-22 08:49:19,卫星定位,13010
8193,2020-06-22 08:49:29,卫星定位,13010
8194,2020-06-22 08:49:39,卫星定位,13010
8195,2020-06-22 08:49:49,卫星定位,13010
8196,2020-06-22 08:49:59,卫星定位,13010
8197,2020-06-22 08:50:09,卫星定位,13010
8198,2020-06-22 08:50:19,卫星定位,13010
8199,2020-06-22 08:50:29,卫星定位,13010
8200,2020-06-22 08:50:39,卫星定位,13010
8201,2020-06-22 08:50:49,卫星定位,13010
8202,2020-06-22 08:50:59,卫星定位,13010
8203,2020-06-22 08:51:09,卫星定位,13010
8204,2020-06-22 08:51:19,卫星定位,13010
8205,2020-06-22 08:51:29,卫星定位,13010
8206,2020-06-22 08:51:39,卫星定位,13010
8207,2020-06-22 08:51:49,卫星定位,13010
8208,2020-06-22 08:51:59,卫星定位,13010
8209,2020-06-22 08:52:09,卫星定位,13011
8210,2020-06-22 08:52:19,卫星定位,13011
8211,2020-06-22 08:52:25,卫星定位,13011
8212,2020-06-22 08:52:35,卫星定位,13011
8213,2020-06-22 08:52:45,卫星定位,13011
8214,2020-06-22 08:52:55,卫星定位,13011
8215,2020-06-22 08:53:05,卫星定位,13011
8216,2020-06-22 08:53:11,卫星定位,13011
8217,2020-06-22 08:53:21,卫星定位,13011
8218,2020-06-22 08:53:31,卫星定位,13011
8219,2020-06-22 08:53:41,卫星定位,13011
8220,2020-06-22 08:53:51,卫星定位,13011
8221,2020-06-22 08:54:01,卫星定位,13011
8222,2020-06-22 08:54:11,卫星定位,13011
8223,2020-06-22 08:54:21,卫星定位,13011
8224,2020-06-22 08:54:31,卫星定位,13011
8225,2020-06-22 08:54:41,卫星定位,13011
8226,2020-06-22 08:54:51,卫星定位,13011
8227,2020-06-22 08:55:01,卫星定位,13011
8228,2020-06-22 08:55:11,卫星定位,13011
8229,2020-06-22 08:55:21,卫星定位,13011
8230,2020-06-22 09:03:46,正在定位,13011
8231,2020-06-22 09:13:03,正在定位,13011
8232,2020-06-22 09:22:21,正在定位,13011
8233,2020-06-22 09:31:40,正在定位,13011
8234,2020-06-22 09:40:58,正在定位,13011
8235,2020-06-22 09:50:17,正在定位,13011
8236,2020-06-22 09:59:36,正在定位,13011
8237,2020-06-22 10:08:50,正在定位,13011
8238,2020-06-22 10:18:09,正在定位,13011
8239,2020-06-22 10:27:27,正在定位,13011
8240,2020-06-22 10:36:44,正在定位,13011
8241,2020-06-22 10:45:59,正在定位,13011
8242,2020-06-22 10:55:14,正在定位,13011
8243,2020-06-22 11:04:29,正在定位,13011
8244,2020-06-22 11:13:45,正在定位,13011
8245,2020-06-22 11:23:01,正在定位,13011
8246,2020-06-22 11:32:19,正在定位,13011
8247,2020-06-22 11:41:38,正在定位,13011
8248,2020-06-22 11:50:56,正在定位,13011
8249,2020-06-22 12:00:15,正在定位,13011
8250,2020-06-22 12:09:30,正在定位,13011
8251,2020-06-22 12:18:45,正在定位,13011
8252,2020-06-22 12:28:00,正在定位,13011
8253,2020-06-22 12:37:19,正在定位,13011
8254,2020-06-22 12:46:34,正在定位,13011
8255,2020-06-22 12:55:49,正在定位,13011
8256,2020-06-22 13:05:05,正在定位,13011
8257,2020-06-22 13:14:23,正在定位,13011
8258,2020-06-22 13:23:39,正在定位,13011
8259,2020-06-22 13:32:58,正在定位,13011
8260,2020-06-22 13:42:16,正在定位,13011
8261,2020-06-22 13:51:36,正在定位,13011
8262,2020-06-22 14:00:50,正在定位,13011
8263,2020-06-22 14:10:11,正在定位,13011
8264,2020-06-22 14:19:26,正在定位,13011
8265,2020-06-22 14:28:44,正在定位,13011
8266,2020-06-22 14:37:58,正在定位,13011
8267,2020-06-22 14:47:14,正在定位,13011
8268,2020-06-22 14:56:30,正在定位,13011
8269,2020-06-22 15:05:49,正在定位,13011
8270,2020-06-22 15:15:05,正在定位,13011
8271,2020-06-22 15:24:20,正在定位,13011
8272,2020-06-22 15:33:38,正在定位,13011
8273,2020-06-22 15:42:56,正在定位,13011
8274,2020-06-22 15:52:13,正在定位,13011
8275,2020-06-22 16:01:31,正在定位,13011
8276,2020-06-22 16:11:30,卫星定位,13011
8277,2020-06-22 16:11:40,卫星定位,13011
8278,2020-06-22 16:11:50,卫星定位,13011
8279,2020-06-22 16:12:00,卫星定位,13011
8280,2020-06-22 16:12:10,卫星定位,13011
8281,2020-06-22 16:12:20,卫星定位,13011
8282,2020-06-22 16:12:30,卫星定位,13011
8283,2020-06-22 16:12:40,卫星定位,13011
8284,2020-06-22 16:12:50,卫星定位,13011
8285,2020-06-22 16:13:00,卫星定位,13011
8286,2020-06-22 16:13:10,卫星定位,13011
8287,2020-06-22 16:13:20,卫星定位,13011
8288,2020-06-22 16:13:30,卫星定位,13011
8289,2020-06-22 16:13:43,卫星定位,13011
8290,2020-06-22 16:13:53,卫星定位,13011
8291,2020-06-22 16:14:03,卫星定位,13011
8292,2020-06-22 16:14:13,卫星定位,13011
8293,2020-06-22 16:14:23,卫星定位,13011
8294,2020-06-22 16:14:33,卫星定位,13011
8295,2020-06-22 16:14:43,卫星定位,13012
8296,2020-06-22 16:14:53,卫星定位,13012
8297,2020-06-22 16:15:03,卫星定位,13012
8298,2020-06-22 16:15:13,卫星定位,13012
8299,2020-06-22 16:15:23,卫星定位,13012
8300,2020-06-22 16:15:33,卫星定位,13012
8301,2020-06-22 16:15:43,卫星定位,13012
8302,2020-06-22 16:15:53,卫星定位,13012
8303,2020-06-22 16:16:03,卫星定位,13012
8304,2020-06-22 16:16:13,卫星定位,13012
8305,2020-06-22 16:16:23,卫星定位,13012
8306,2020-06-22 16:16:33,卫星定位,13013
8307,2020-06-22 16:16:43,卫星定位,13013
8308,2020-06-22 16:16:53,卫星定位,13013
8309,2020-06-22 16:17:03,卫星定位,13013
8310,2020-06-22 16:17:13,卫星定位,13013
8311,2020-06-22 16:17:23,卫星定位,13014
8312,2020-06-22 16:17:33,卫星定位,13014
8313,2020-06-22 16:17:43,卫星定位,13014
8314,2020-06-22 16:17:53,卫星定位,13014
8315,2020-06-22 16:18:03,卫星定位,13014
8316,2020-06-22 16:18:13,卫星定位,13014
8317,2020-06-22 16:18:23,卫星定位,13014
8318,2020-06-22 16:18:33,卫星定位,13015
8319,2020-06-22 16:18:43,卫星定位,13015
8320,2020-06-22 16:18:53,卫星定位,13015
8321,2020-06-22 16:19:03,卫星定位,13015
8322,2020-06-22 16:19:13,卫星定位,13015
8323,2020-06-22 16:19:23,卫星定位,13015
8324,2020-06-22 16:19:33,卫星定位,13015
8325,2020-06-22 16:19:43,卫星定位,13015
8326,2020-06-22 16:19:53,卫星定位,13015
8327,2020-06-22 16:20:03,卫星定位,13015
8328,2020-06-22 16:20:13,卫星定位,13015
8329,2020-06-22 16:20:23,卫星定位,13015
8330,2020-06-22 16:20:33,卫星定位,13015
8331,2020-06-22 16:20:43,卫星定位,13015
8332,2020-06-22 16:20:53,卫星定位,13016
8333,2020-06-22 16:21:03,卫星定位,13016
8334,2020-06-22 16:21:13,卫星定位,13016
8335,2020-06-22 16:21:23,卫星定位,13016
8336,2020-06-22 16:21:33,卫星定位,13016
8337,2020-06-22 16:21:43,卫星定位,13016
8338,2020-06-22 16:21:53,卫星定位,13016
8339,2020-06-22 16:22:03,卫星定位,13017
8340,2020-06-22 16:22:23,卫星定位,13017
8341,2020-06-22 16:22:33,卫星定位,13017
8342,2020-06-22 16:22:43,卫星定位,13017
8343,2020-06-22 16:23:43,卫星定位,13018
8344,2020-06-22 16:23:53,卫星定位,13018
8345,2020-06-22 16:24:03,卫星定位,13019
8346,2020-06-22 16:24:13,卫星定位,13019
8347,2020-06-22 16:24:23,卫星定位,13019
8348,2020-06-22 16:24:33,卫星定位,13019
8349,2020-06-22 16:24:43,卫星定位,13019
8350,2020-06-22 16:24:53,卫星定位,13019
8351,2020-06-22 16:25:03,卫星定位,13019
8352,2020-06-22 16:25:13,卫星定位,13020
8353,2020-06-22 16:25:23,卫星定位,13020
8354,2020-06-22 16:25:33,卫星定位,13020
8355,2020-06-22 16:25:43,卫星定位,13020
8356,2020-06-22 16:25:53,卫星定位,13020
8357,2020-06-22 16:26:03,卫星定位,13021
8358,2020-06-22 16:26:13,卫星定位,13021
8359,2020-06-22 16:26:23,卫星定位,13021
8360,2020-06-22 16:26:43,卫星定位,13021
8361,2020-06-22 16:26:53,卫星定位,13021
8362,2020-06-22 16:27:03,卫星定位,13022
8363,2020-06-22 16:27:13,卫星定位,13022
8364,2020-06-22 16:27:23,卫星定位,13022
8365,2020-06-22 16:27:33,卫星定位,13022
8366,2020-06-22 16:27:43,卫星定位,13022
8367,2020-06-22 16:27:53,卫星定位,13022
8368,2020-06-22 16:28:53,卫星定位,13024
8369,2020-06-22 16:29:23,卫星定位,13024
8370,2020-06-22 16:29:33,卫星定位,13024
8371,2020-06-22 16:29:43,卫星定位,13025
8372,2020-06-22 16:29:53,卫星定位,13025
8373,2020-06-22 16:30:03,卫星定位,13025
8374,2020-06-22 16:30:23,卫星定位,13025
8375,2020-06-22 16:30:33,卫星定位,13025
8376,2020-06-22 16:30:43,卫星定位,13025
8377,2020-06-22 16:31:03,卫星定位,13025
8378,2020-06-22 16:31:13,卫星定位,13025
8379,2020-06-22 16:31:23,卫星定位,13025
8380,2020-06-22 16:31:30,卫星定位,13025
8381,2020-06-22 16:39:54,正在定位,13025
8382,2020-06-22 16:49:13,正在定位,13025
8383,2020-06-22 16:50:29,卫星定位,13025
8384,2020-06-22 16:50:39,卫星定位,13025
8385,2020-06-22 16:50:49,卫星定位,13025
8386,2020-06-22 16:50:59,卫星定位,13025
8387,2020-06-22 16:51:09,卫星定位,13025
8388,2020-06-22 16:51:19,卫星定位,13025
8389,2020-06-22 16:51:29,卫星定位,13025
8390,2020-06-22 16:51:39,卫星定位,13025
8391,2020-06-22 16:51:49,卫星定位,13025
8392,2020-06-22 16:51:59,卫星定位,13025
8393,2020-06-22 16:52:09,卫星定位,13025
8394,2020-06-22 16:52:19,卫星定位,13025
8395,2020-06-22 16:52:29,卫星定位,13025
8396,2020-06-22 16:52:39,卫星定位,13025
8397,2020-06-22 16:52:49,卫星定位,13025
8398,2020-06-22 16:52:59,卫星定位,13025
8399,2020-06-22 16:53:09,卫星定位,13025
8400,2020-06-22 16:53:19,卫星定位,13025
8401,2020-06-22 16:53:29,卫星定位,13025
8402,2020-06-22 16:53:39,卫星定位,13025
8403,2020-06-22 16:53:49,卫星定位,13025
8404,2020-06-22 16:53:59,卫星定位,13025
8405,2020-06-22 16:54:09,卫星定位,13025
8406,2020-06-22 16:54:19,卫星定位,13025
8407,2020-06-22 16:54:29,卫星定位,13025
8408,2020-06-22 16:54:39,卫星定位,13025
8409,2020-06-22 16:54:49,卫星定位,13025
8410,2020-06-22 16:54:59,卫星定位,13025
8411,2020-06-22 16:55:09,卫星定位,13025
8412,2020-06-22 16:55:19,卫星定位,13025
8413,2020-06-22 16:55:29,卫星定位,13025
8414,2020-06-22 16:55:39,卫星定位,13025
8415,2020-06-22 16:55:49,卫星定位,13025
8416,2020-06-22 16:55:59,卫星定位,13025
8417,2020-06-22 16:56:09,卫星定位,13025
8418,2020-06-22 16:56:19,卫星定位,13025
8419,2020-06-22 16:56:29,卫星定位,13025
8420,2020-06-22 16:56:39,卫星定位,13025
8421,2020-06-22 16:56:49,卫星定位,13025
8422,2020-06-22 16:56:59,卫星定位,13025
8423,2020-06-22 16:57:09,卫星定位,13025
8424,2020-06-22 16:57:19,卫星定位,13025
8425,2020-06-22 16:57:29,卫星定位,13025
8426,2020-06-22 16:57:39,卫星定位,13025
8427,2020-06-22 16:57:49,卫星定位,13025
8428,2020-06-22 16:57:59,卫星定位,13025
8429,2020-06-22 16:58:09,卫星定位,13025
8430,2020-06-22 16:58:19,卫星定位,13025
8431,2020-06-22 16:58:29,卫星定位,13025
8432,2020-06-22 16:58:39,卫星定位,13025
8433,2020-06-22 16:58:49,卫星定位,13025
8434,2020-06-22 16:58:59,卫星定位,13025
8435,2020-06-22 16:59:09,卫星定位,13025
8436,2020-06-22 16:59:19,卫星定位,13025
8437,2020-06-22 16:59:29,卫星定位,13025
8438,2020-06-22 16:59:39,卫星定位,13025
8439,2020-06-22 16:59:49,卫星定位,13025
8440,2020-06-22 16:59:59,卫星定位,13025
8441,2020-06-22 17:00:09,卫星定位,13025
8442,2020-06-22 17:00:19,卫星定位,13025
8443,2020-06-22 17:00:29,卫星定位,13025
8444,2020-06-22 17:00:39,卫星定位,13025
8445,2020-06-22 17:00:49,卫星定位,13025
8446,2020-06-22 17:00:59,卫星定位,13025
8447,2020-06-22 17:01:09,卫星定位,13025
8448,2020-06-22 17:01:19,卫星定位,13025
8449,2020-06-22 17:01:29,卫星定位,13025
8450,2020-06-22 17:01:39,卫星定位,13025
8451,2020-06-22 17:01:49,卫星定位,13025
8452,2020-06-22 17:01:59,卫星定位,13025
8453,2020-06-22 17:02:09,卫星定位,13025
8454,2020-06-22 17:02:19,卫星定位,13025
8455,2020-06-22 17:02:29,卫星定位,13025
8456,2020-06-22 17:02:39,卫星定位,13025
8457,2020-06-22 17:02:49,卫星定位,13025
8458,2020-06-22 17:02:59,卫星定位,13025
8459,2020-06-22 17:03:09,卫星定位,13025
8460,2020-06-22 17:03:19,卫星定位,13025
8461,2020-06-22 17:03:29,卫星定位,13025
8462,2020-06-22 17:03:39,卫星定位,13025
8463,2020-06-22 17:03:49,卫星定位,13025
8464,2020-06-22 17:03:59,卫星定位,13025
8465,2020-06-22 17:04:09,卫星定位,13025
8466,2020-06-22 17:04:19,卫星定位,13025
8467,2020-06-22 17:04:29,卫星定位,13025
8468,2020-06-22 17:04:39,卫星定位,13025
8469,2020-06-22 17:04:49,卫星定位,13025
8470,2020-06-22 17:04:59,卫星定位,13025
8471,2020-06-22 17:05:09,卫星定位,13025
8472,2020-06-22 17:05:19,卫星定位,13025
8473,2020-06-22 17:05:29,卫星定位,13025
8474,2020-06-22 17:05:39,卫星定位,13025
8475,2020-06-22 17:05:49,卫星定位,13025
8476,2020-06-22 17:05:59,卫星定位,13025
8477,2020-06-22 17:06:09,卫星定位,13025
8478,2020-06-22 17:06:29,卫星定位,13025
8479,2020-06-22 17:06:39,卫星定位,13025
8480,2020-06-22 17:06:49,卫星定位,13025
8481,2020-06-22 17:06:59,卫星定位,13025
8482,2020-06-22 17:07:19,卫星定位,13025
8483,2020-06-22 17:07:29,卫星定位,13025
8484,2020-06-22 17:07:39,卫星定位,13025
8485,2020-06-22 17:07:49,卫星定位,13025
8486,2020-06-22 17:07:59,卫星定位,13025
8487,2020-06-22 17:08:09,卫星定位,13025
8488,2020-06-22 17:08:19,卫星定位,13025
8489,2020-06-22 17:08:29,卫星定位,13025
8490,2020-06-22 17:08:39,卫星定位,13025
8491,2020-06-22 17:08:49,卫星定位,13025
8492,2020-06-22 17:08:59,卫星定位,13025
8493,2020-06-22 17:09:09,卫星定位,13025
8494,2020-06-22 17:09:19,卫星定位,13025
8495,2020-06-22 17:09:29,卫星定位,13025
8496,2020-06-22 17:09:39,卫星定位,13025
8497,2020-06-22 17:09:49,卫星定位,13025
8498,2020-06-22 17:09:59,卫星定位,13025
8499,2020-06-22 17:10:09,卫星定位,13025
8500,2020-06-22 17:10:19,卫星定位,13025
8501,2020-06-22 17:10:29,卫星定位,13025
8502,2020-06-22 17:10:39,卫星定位,13025
8503,2020-06-22 17:10:59,卫星定位,13025
8504,2020-06-22 17:11:09,卫星定位,13025
8505,2020-06-22 17:11:19,卫星定位,13025
8506,2020-06-22 17:11:29,卫星定位,13025
8507,2020-06-22 17:11:39,卫星定位,13025
8508,2020-06-22 17:11:49,卫星定位,13026
8509,2020-06-22 17:11:59,卫星定位,13026
8510,2020-06-22 17:12:19,卫星定位,13026
8511,2020-06-22 17:12:29,卫星定位,13026
8512,2020-06-22 17:12:39,卫星定位,13026
8513,2020-06-22 17:12:59,卫星定位,13026
8514,2020-06-22 17:13:09,卫星定位,13026
8515,2020-06-22 17:13:19,卫星定位,13026
8516,2020-06-22 17:13:39,卫星定位,13027
8517,2020-06-22 17:13:49,卫星定位,13027
8518,2020-06-22 17:13:59,卫星定位,13027
8519,2020-06-22 17:14:09,卫星定位,13027
8520,2020-06-22 17:14:19,卫星定位,13028
8521,2020-06-22 17:14:29,卫星定位,13028
8522,2020-06-22 17:14:39,卫星定位,13028
8523,2020-06-22 17:15:09,卫星定位,13028
8524,2020-06-22 17:15:19,卫星定位,13029
8525,2020-06-22 17:15:29,卫星定位,13029
8526,2020-06-22 17:15:39,卫星定位,13029
8527,2020-06-22 17:15:49,卫星定位,13029
8528,2020-06-22 17:15:59,卫星定位,13029
8529,2020-06-22 17:16:09,卫星定位,13029
8530,2020-06-22 17:16:19,卫星定位,13029
8531,2020-06-22 17:16:29,卫星定位,13029
8532,2020-06-22 17:16:39,卫星定位,13029
8533,2020-06-22 17:16:49,卫星定位,13029
8534,2020-06-22 17:16:59,卫星定位,13030
8535,2020-06-22 17:17:09,卫星定位,13030
8536,2020-06-22 17:17:19,卫星定位,13030
8537,2020-06-22 17:17:29,卫星定位,13030
8538,2020-06-22 17:17:49,卫星定位,13030
8539,2020-06-22 17:17:59,卫星定位,13030
8540,2020-06-22 17:18:09,卫星定位,13030
8541,2020-06-22 17:18:19,卫星定位,13030
8542,2020-06-22 17:18:29,卫星定位,13031
8543,2020-06-22 17:18:39,卫星定位,13031
8544,2020-06-22 17:18:49,卫星定位,13031
8545,2020-06-22 17:18:59,卫星定位,13031
8546,2020-06-22 17:19:09,卫星定位,13031
8547,2020-06-22 17:19:19,卫星定位,13031
8548,2020-06-22 17:19:49,卫星定位,13031
8549,2020-06-22 17:19:59,卫星定位,13031
8550,2020-06-22 17:20:19,卫星定位,13031
8551,2020-06-22 17:20:29,卫星定位,13031
8552,2020-06-22 17:20:39,卫星定位,13031
8553,2020-06-22 17:20:49,卫星定位,13031
8554,2020-06-22 17:20:59,卫星定位,13032
8555,2020-06-22 17:21:09,卫星定位,13032
8556,2020-06-22 17:21:19,卫星定位,13032
8557,2020-06-22 17:21:29,卫星定位,13032
8558,2020-06-22 17:21:39,卫星定位,13032
8559,2020-06-22 17:21:49,卫星定位,13032
8560,2020-06-22 17:21:59,卫星定位,13032
8561,2020-06-22 17:22:09,卫星定位,13032
8562,2020-06-22 17:22:19,卫星定位,13032
8563,2020-06-22 17:22:29,卫星定位,13032
8564,2020-06-22 17:25:49,卫星定位,13034
8565,2020-06-22 17:25:59,卫星定位,13034
8566,2020-06-22 17:26:19,卫星定位,13034
8567,2020-06-22 17:26:29,卫星定位,13035
8568,2020-06-22 17:26:39,卫星定位,13035
8569,2020-06-22 17:26:49,卫星定位,13035
8570,2020-06-22 17:26:59,卫星定位,13035
8571,2020-06-22 17:27:09,卫星定位,13035
8572,2020-06-22 17:27:19,卫星定位,13036
8573,2020-06-22 17:27:29,卫星定位,13036
8574,2020-06-22 17:27:39,卫星定位,13036
8575,2020-06-22 17:27:49,卫星定位,13036
8576,2020-06-22 17:27:59,卫星定位,13036
8577,2020-06-22 17:28:09,卫星定位,13037
8578,2020-06-22 17:28:19,卫星定位,13037
8579,2020-06-22 17:28:29,卫星定位,13037
8580,2020-06-22 17:28:49,卫星定位,13037
8581,2020-06-22 17:28:59,卫星定位,13037
8582,2020-06-22 17:29:09,卫星定位,13037
8583,2020-06-22 17:29:19,卫星定位,13037
8584,2020-06-22 17:29:29,卫星定位,13037
8585,2020-06-22 17:29:39,卫星定位,13037
8586,2020-06-22 17:29:49,卫星定位,13037
8587,2020-06-22 17:29:59,卫星定位,13037
8588,2020-06-22 17:30:09,卫星定位,13037
8589,2020-06-22 17:30:19,卫星定位,13037
8590,2020-06-22 17:30:29,卫星定位,13037
8591,2020-06-22 17:30:39,卫星定位,13037
8592,2020-06-22 17:30:49,卫星定位,13037
8593,2020-06-22 17:30:59,卫星定位,13038
8594,2020-06-22 17:31:09,卫星定位,13038
8595,2020-06-22 17:31:19,卫星定位,13038
8596,2020-06-22 17:31:29,卫星定位,13038
8597,2020-06-22 17:31:39,卫星定位,13038
8598,2020-06-22 17:31:49,卫星定位,13038
8599,2020-06-22 17:31:59,卫星定位,13038
8600,2020-06-22 17:32:09,卫星定位,13039
8601,2020-06-22 17:32:19,卫星定位,13039
8602,2020-06-22 17:32:29,卫星定位,13039
8603,2020-06-22 17:32:39,卫星定位,13039
8604,2020-06-22 17:32:49,卫星定位,13039
8605,2020-06-22 17:32:59,卫星定位,13039
8606,2020-06-22 17:33:09,卫星定位,13039
8607,2020-06-22 17:33:19,卫星定位,13039
8608,2020-06-22 17:33:29,卫星定位,13039
8609,2020-06-22 17:33:39,卫星定位,13039
8610,2020-06-22 17:33:49,卫星定位,13039
8611,2020-06-22 17:33:59,卫星定位,13039
8612,2020-06-22 17:34:09,卫星定位,13039
8613,2020-06-22 17:34:19,卫星定位,13039
8614,2020-06-22 17:34:29,卫星定位,13039
8615,2020-06-22 17:34:39,卫星定位,13039
8616,2020-06-22 17:34:49,卫星定位,13039
8617,2020-06-22 17:34:59,卫星定位,13039
8618,2020-06-22 17:35:09,卫星定位,13039
8619,2020-06-22 17:35:19,卫星定位,13039
8620,2020-06-22 17:35:29,卫星定位,13039
8621,2020-06-22 17:35:39,卫星定位,13039
8622,2020-06-22 17:35:49,卫星定位,13039
